ProductName,MRP,SKU,Subcategory,Unit,Stock,MinStock,Description
MUVIN OOTY VARKI 200G,75,MUVOOTVAR-4388,GENERAL,piece,100,10,MUVIN OOTY VARKI 200G
COL ZIG ZAG NEEM RS.99,99,COLZIGZAG-4389,GENERAL,piece,100,10,COL ZIG ZAG NEEM RS.99
MTR SAMBAR POWDER 15G,10,MTRSAMPOW-4390,SPICES,piece,100,10,MTR SAMBAR POWDER 15G
MTR SPLCY SAMBAR POWDER 15G,12,MTRSPLSAM-4391,SPICES,piece,100,10,MTR SPLCY SAMBAR POWDER 15G
BUSH ORANGE RED,85,BUSORARED-4392,GENERAL,piece,100,10,BUSH ORANGE RED
JADIPATRI 50G,130,JAD50G-4393,GENERAL,piece,100,10,JADIPATRI 50G
LIFREE ERTRA ABSORB RS.450,450,LIFERTABS-4394,GENERAL,piece,100,10,LIFREE ERTRA ABSORB RS.450
ALBA 40,70,ALB40-4395,GENERAL,piece,100,10,ALBA 40
DABUR BABOOL TP 350G,140,DABBABTP-4396,GENERAL,piece,100,10,DABUR BABOOL TP 350G
PAT DANT KANTI 100G,60,PATDANKAN-4397,GENERAL,piece,100,10,PAT DANT KANTI 100G
IODEX 4G,15,IOD4G-4398,GENERAL,piece,100,10,IODEX 4G
MAGGI HOT SWEET,130,MAGHOTSWE-4399,GENERAL,piece,100,10,MAGGI HOT SWEET
HARPIC HYGIENIC TOILET RIM BLOCK RS.91,91,HARHYGTOI-4400,OILS,piece,100,10,HARPIC HYGIENIC TOILET RIM BLOCK RS.91
ORAL B 25,25,ORAB25-4401,GENERAL,piece,100,10,ORAL B 25
HIMALAYA BABY SOAP 125G,105,HIMBABSOA-4402,PERSONAL_CARE,piece,100,10,HIMALAYA BABY SOAP 125G
CD MARKER,10,CDMAR-4403,GENERAL,piece,100,10,CD MARKER
CLOTH COVER,5,CLOCOV-4404,GENERAL,piece,100,10,CLOTH COVER
VICCO VARADANTI POWDER 100G,125,VICVARPOW-4405,GENERAL,piece,100,10,VICCO VARADANTI POWDER 100G
TATA SOUL FULL PACK,49,TATSOUFUL-4406,GENERAL,set,100,10,TATA SOUL FULL PACK
PRIL TAMARIND LIQ 100ML,20,PRITAMLIQ-4407,HOUSEHOLD,ml,100,10,PRIL TAMARIND LIQ 100ML
STRAW POCKET,35,STRPOC-4408,GENERAL,piece,100,10,STRAW POCKET
BUTER SCOTCH MILK SHAKE 180ML,35,BUTSCOMIL-4409,DAIRY,ml,100,10,BUTER SCOTCH MILK SHAKE 180ML
MAGGI RICH TOMATO SAUCE 190ML,80,MAGRICTOM-4410,CONDIMENTS,ml,100,10,MAGGI RICH TOMATO SAUCE 190ML
SPRITE LEMON LIME 2.25 LETTER,100,SPRLEMLIM-4411,GENERAL,piece,100,10,SPRITE LEMON LIME 2.25 LETTER
DEV SALT DIAMOND 175G,90,DEVSALDIA-4412,GENERAL,liter,100,10,DEV SALT DIAMOND 175G
WHIS REGULAR 6PAD,37,WHIREG6PA-4413,GENERAL,piece,100,10,WHIS REGULAR 6PAD
EVERADY LED 10W,199,EVELED10W-4414,GENERAL,piece,100,10,EVERADY LED 10W
FEM BLEACH 34,34,FEMBLE34-4415,GENERAL,piece,100,10,FEM BLEACH 34
JOHNSON BABY SOAP 75G,70,JOHBABSOA-4416,PERSONAL_CARE,piece,100,10,JOHNSON BABY SOAP 75G
TPRG JASMINE ATTAR 6 ML,77,TPRJASATT-4417,FLOUR,ml,100,10,TPRG JASMINE ATTAR 6 ML
TPRG VIBUTHI ATTAR 6ML,77,TPRVIBATT-4418,FLOUR,ml,100,10,TPRG VIBUTHI ATTAR 6ML
TPRG MUSK ATTAR 6ML,77,TPRMUSATT-4419,FLOUR,ml,100,10,TPRG MUSK ATTAR 6ML
TPRG HAMSA GOLD ATTAR 6ML,77,TPRHAMGOL-4420,FLOUR,ml,100,10,TPRG HAMSA GOLD ATTAR 6ML
GOD AER PKT,65,GODAERPKT-4421,GENERAL,piece,100,10,GOD AER PKT
AER POCKKET 10G,65,AERPOC10G-4422,GENERAL,piece,100,10,AER POCKKET 10G
TPRG SANDAL ATTAR 6ML,77,TPRSANATT-4423,FLOUR,ml,100,10,TPRG SANDAL ATTAR 6ML
TPRG MRACLE ATTAR 6ML,77,TPRMRAATT-4424,FLOUR,ml,100,10,TPRG MRACLE ATTAR 6ML
DABUR HERBAL TOOTHPASTE 200G,125,DABHERTOO-4425,GENERAL,piece,100,10,DABUR HERBAL TOOTHPASTE 200G
TPRG BISCUIT ATTAR 6 ML,77,TPRBISATT-4426,FLOUR,ml,100,10,TPRG BISCUIT ATTAR 6 ML
NARASUS PREM BLEND 100G,118,NARPREBLE-4427,GENERAL,piece,100,10,NARASUS PREM BLEND 100G
GADA CLOTH 1 MTR,70,GADCLO1-4428,GENERAL,piece,100,10,GADA CLOTH 1 MTR
KITCHEN CLOTH MULTI,50,KITCLOMUL-4429,GENERAL,liter,100,10,KITCHEN CLOTH MULTI
HIMALAYA BABY POW 30G RS30,30,HIMBABPOW-4430,PERSONAL_CARE,piece,100,10,HIMALAYA BABY POW 30G RS30
HEAD & SHOULDERS NEEM 340ML RS 560,560,HEASHONEE-4431,GENERAL,ml,100,10,HEAD & SHOULDERS NEEM 340ML RS 560
LAKME SUN EXPERT 9 TO 5 50ML RS 369,369,LAKSUNEXP-4432,GENERAL,ml,100,10,LAKME SUN EXPERT 9 TO 5 50ML RS 369
ALPENLIEBE STRAWBERRY RS10,10,ALPSTRRS1-4433,GENERAL,piece,100,10,ALPENLIEBE STRAWBERRY RS10
CHILLI GUNDU 500G,150,CHIGUN500-4434,SPICES,piece,100,10,CHILLI GUNDU 500G
CHILLI GUNDU 250G,80,CHIGUN250-4435,SPICES,piece,100,10,CHILLI GUNDU 250G
CHILLI GUNDU 100G,35,CHIGUN100-4436,SPICES,piece,100,10,CHILLI GUNDU 100G
HALD SOAN PAPDI 500G,135,HALSOAPAP-4437,GENERAL,piece,100,10,HALD SOAN PAPDI 500G
BEETAL NUT PLATE,6,BEENUTPLA-4438,GENERAL,piece,100,10,BEETAL NUT PLATE
NYCIL  GERM EXPERT 150G+ 50G RS 149,149,NYCGEREXP-4439,GENERAL,piece,100,10,NYCIL  GERM EXPERT 150G+ 50G RS 149
GOP GOLD KUMKUMAM 40G,25,GOPGOLKUM-4440,GENERAL,piece,100,10,GOP GOLD KUMKUMAM 40G
ANIL MURUKKU FLOUR 500G,56,ANIMURFLO-4441,FLOUR,piece,100,10,ANIL MURUKKU FLOUR 500G
OSSUM BLOSSOM 115ML,275,OSSBLO115-4442,GENERAL,ml,100,10,OSSUM BLOSSOM 115ML
MAMYPO S10 RS 99,99,MAMS10RS-4443,GENERAL,piece,100,10,MAMYPO S10 RS 99
MODERN CHEER CAKE RS.30,30,MODCHECAK-4444,BAKERY,piece,100,10,MODERN CHEER CAKE RS.30
PAMPERS LOTION WITH ALOE & VIT.E RS.749,699,PAMLOTWIT-4445,GENERAL,piece,100,10,PAMPERS LOTION WITH ALOE & VIT.E RS.749
MILKY MIST COW GHEE 50ML RS 48,48,MILMISCOW-4446,GHEE,ml,100,10,MILKY MIST COW GHEE 50ML RS 48
MODERN CAKE WOW VENILLA 120G,35,MODCAKWOW-4447,BAKERY,piece,100,10,MODERN CAKE WOW VENILLA 120G
MODERN CAKE RIBBON DUET 120G,35,MODCAKRIB-4448,BAKERY,piece,100,10,MODERN CAKE RIBBON DUET 120G
MODERN CAKE FRUIT FUSION 120G,35,MODCAKFRU-4449,BAKERY,piece,100,10,MODERN CAKE FRUIT FUSION 120G
WHITE TONE FACE CREAM 50G,150,WHITONFAC-4450,GENERAL,piece,100,10,WHITE TONE FACE CREAM 50G
AACHI PAYASAM MIX RS.12,12,AACPAYMIX-4451,GENERAL,piece,100,10,AACHI PAYASAM MIX RS.12
TATA SALT LITE 1KG,50,TATSALLIT-4452,GENERAL,bag,100,10,TATA SALT LITE 1KG
ARUN CHOCOBAR MINI RS.20,20,ARUCHOMIN-4453,GENERAL,piece,100,10,ARUN CHOCOBAR MINI RS.20
NATARAJ SCALE RS.12,12,NATSCARS1-4454,STATIONERY,piece,100,10,NATARAJ SCALE RS.12
lifebuoy total 10,10,LIFTOT10-4455,GENERAL,piece,100,10,lifebuoy total 10
KALIPAKKU 250G,350,KAL250-4456,GENERAL,piece,100,10,KALIPAKKU 250G
MTR PAYASAM 180G,95,MTRPAY180-4457,GENERAL,piece,100,10,MTR PAYASAM 180G
CAMLIN HD PENCILS BOX RS.70,70,CAMHDPEN-4458,GENERAL,ml,100,10,CAMLIN HD PENCILS BOX RS.70
GARNIER MEN OIL CLEAR 50G,115,GARMENOIL-4459,OILS,piece,100,10,GARNIER MEN OIL CLEAR 50G
BOURBON  20G RS 5,5,BOU20GRS-4460,GENERAL,piece,100,10,BOURBON  20G RS 5
ELITE CHOCO CUPCAKE 90G RS 30,30,ELICHOCUP-4461,BAKERY,piece,100,10,ELITE CHOCO CUPCAKE 90G RS 30
SREE NANDI BLEACHING POWDER 250GM,20,SRENANBLE-4462,GENERAL,packet,100,10,SREE NANDI BLEACHING POWDER 250GM
AMURTAJAN MAHA STRONG 8ML,48,AMUMAHSTR-4463,GENERAL,ml,100,10,AMURTAJAN MAHA STRONG 8ML
CYCLE LIA  RS 110,110,CYCLIARS-4464,GENERAL,piece,100,10,CYCLE LIA  RS 110
MANGAL DEEP CLASSIC CHANDAN,55,MANDEECLA-4465,GENERAL,piece,100,10,MANGAL DEEP CLASSIC CHANDAN
AC CHILLY RS 20,20,ACCHIRS-4466,GENERAL,piece,100,10,AC CHILLY RS 20
DOMS FIXY FIX RS 10,10,DOMFIXFIX-4467,GENERAL,piece,100,10,DOMS FIXY FIX RS 10
SAATHI RS 55,55,SAARS55-4468,GENERAL,piece,100,10,SAATHI RS 55
NESTLE MILKY BAR RS 10,10,NESMILBAR-4469,DAIRY,piece,100,10,NESTLE MILKY BAR RS 10
GOOD KNIGHT  ACTIV+ COIL RS 45,45,GOOKNIACT-4470,OILS,piece,100,10,GOOD KNIGHT  ACTIV+ COIL RS 45
VICCO TURMERIC SKIN CREAM 15G,45,VICTURSKI-4471,SPICES,piece,100,10,VICCO TURMERIC SKIN CREAM 15G
VICCO VAJARADANTI PASTE 160G,70,VICVAJPAS-4472,GENERAL,piece,100,10,VICCO VAJARADANTI PASTE 160G
STREAX FACE WASH 50ML,99,STRFACWAS-4473,GENERAL,ml,100,10,STREAX FACE WASH 50ML
SENSODYNE TOOTH BRUSH RS.80,80,SENTOOBRU-4474,GENERAL,piece,100,10,SENSODYNE TOOTH BRUSH RS.80
DOMS 15CM SCALE,5,DOM15CSCA-4475,GENERAL,piece,100,10,DOMS 15CM SCALE
VIP  SHAMPOO DYE RS 25,25,VIPSHADYE-4476,PERSONAL_CARE,piece,100,10,VIP  SHAMPOO DYE RS 25
UNIBIC CHOCO NUT RS 60,60,UNICHONUT-4477,SNACKS,piece,100,10,UNIBIC CHOCO NUT RS 60
OZONE FLOOR CLEANER 1L,95,OZOFLOCLE-4478,GENERAL,piece,100,10,OZONE FLOOR CLEANER 1L
MOOV OINTMENT 10G,60,MOOOIN10G-4479,GENERAL,piece,100,10,MOOV OINTMENT 10G
MILKY MIST CURD 85GM,12,MILMISCUR-4480,DAIRY,packet,100,10,MILKY MIST CURD 85GM
MILKY MIST CURD 200GM,33,MILMISCUR-4481,DAIRY,packet,100,10,MILKY MIST CURD 200GM
DEON FRESH CHILL LEMON 75G,75,DEOFRECHI-4482,GENERAL,piece,100,10,DEON FRESH CHILL LEMON 75G
DEON FRESH ROSE 75G,75,DEOFREROS-4483,GENERAL,piece,100,10,DEON FRESH ROSE 75G
DEON FRESH BREEZE LAVENDER 75G,75,DEOFREBRE-4484,GENERAL,piece,100,10,DEON FRESH BREEZE LAVENDER 75G
HAMAM NEEM  & TULSI  RS,305,HAMNEETUL-4485,GENERAL,piece,100,10,HAMAM NEEM  & TULSI  RS
FROOTY 10,10,FRO10-4486,GENERAL,piece,100,10,FROOTY 10
GRB SOAN CAKE 100G,40,GRBSOACAK-4487,BAKERY,piece,100,10,GRB SOAN CAKE 100G
JUICE GLASS,3,JUIGLA-4488,GENERAL,piece,100,10,JUICE GLASS
OLIVE OIL 100ML,200,OLIOIL100-4489,OILS,ml,100,10,OLIVE OIL 100ML
COL ZIGZAG DEEP CLEAN,90,COLZIGDEE-4490,GENERAL,piece,100,10,COL ZIGZAG DEEP CLEAN
PORNA CASTOR OIL 100 ML,31,PORCASOIL-4491,OILS,ml,100,10,PORNA CASTOR OIL 100 ML
LEHAR SODA 750ML,20,LEHSOD750-4492,GENERAL,ml,100,10,LEHAR SODA 750ML
CREAM BELL KESAR BADAM 180ML,30,CREBELKES-4493,GENERAL,ml,100,10,CREAM BELL KESAR BADAM 180ML
VIM PUDINA FRESH 500G,65,VIMPUDFRE-4494,GENERAL,piece,100,10,VIM PUDINA FRESH 500G
OZONE F.C. TROPICAL TANGO 1L,95,OZOFCTRO-4495,GENERAL,piece,100,10,OZONE F.C. TROPICAL TANGO 1L
MANI MARK 30,30,MANMAR30-4496,GENERAL,piece,100,10,MANI MARK 30
AMBIKA KARPOORAM 50G,85,AMBKAR50G-4497,GENERAL,piece,100,10,AMBIKA KARPOORAM 50G
DARLING ASAFOETIDA POWDER 50G,94,DARASAPOW-4498,GENERAL,piece,100,10,DARLING ASAFOETIDA POWDER 50G
BOOST PROTEIN 500G,339,BOOPRO500-4499,GENERAL,piece,100,10,BOOST PROTEIN 500G
BAIRO ADULT CHICKEN & EGG 100G RS 20,20,BAIADUCHI-4500,SPICES,liter,100,10,BAIRO ADULT CHICKEN & EGG 100G RS 20
NAVADHANIUM 200G,25,NAV200-4501,GENERAL,piece,100,10,NAVADHANIUM 200G
SITA COTTON WICKS,20,SITCOTWIC-4502,GENERAL,piece,100,10,SITA COTTON WICKS
SAMBRANI 100,70,SAM100-4503,GENERAL,piece,100,10,SAMBRANI 100
SAMBRANI HERBAL 100G,50,SAMHER100-4504,GENERAL,piece,100,10,SAMBRANI HERBAL 100G
KUNGILIUM 100G,70,KUN100-4505,GENERAL,piece,100,10,KUNGILIUM 100G
DABUR AMLA HAIR OIL RS 20,20,DABAMLHAI-4506,OILS,ml,100,10,DABUR AMLA HAIR OIL RS 20
GRAM DALL 100G,12,GRADAL100-4507,DHALL,packet,100,10,GRAM DALL 100G
TOOR DALL 100G,20,TOODAL100-4508,DHALL,piece,100,10,TOOR DALL 100G
UJALA CRISP&SHINE 200ML,70,UJACRI200-4509,GENERAL,ml,100,10,UJALA CRISP&SHINE 200ML
SENSODYNE TOOTH BRUSH RS.110,110,SENTOOBRU-4510,GENERAL,piece,100,10,SENSODYNE TOOTH BRUSH RS.110
MEDIKER NEEM & SITAPHAL SHAMPOO 50ML,60,MEDNEESIT-4511,PERSONAL_CARE,ml,100,10,MEDIKER NEEM & SITAPHAL SHAMPOO 50ML
DEV KARASEVA 175G,100,DEVKAR175-4512,GENERAL,piece,100,10,DEV KARASEVA 175G
DEV TOMATO MURUKKU 200G,115,DEVTOMMUR-4513,GENERAL,piece,100,10,DEV TOMATO MURUKKU 200G
MILKYMIST GREEK YOGURT 7G,55,MILGREYOG-4514,DAIRY,piece,100,10,MILKYMIST GREEK YOGURT 7G
AMUL COW GHEE 200ML,152,AMUCOWGHE-4515,GHEE,ml,100,10,AMUL COW GHEE 200ML
MIRINDA 2.25L,90,MIR225-4516,HOUSEHOLD,piece,100,10,MIRINDA 2.25L
SNACKS 20RS,25,SNA20R-4517,GENERAL,piece,100,10,SNACKS 20RS
TAIYO OCEAN FISH ADULT 50G,25,TAIOCEFIS-4518,GENERAL,liter,100,10,TAIYO OCEAN FISH ADULT 50G
TPRG CHAARLEE ATTAR 3ML  RS 40,40,TPRCHAATT-4519,FLOUR,ml,100,10,TPRG CHAARLEE ATTAR 3ML  RS 40
HAPIMA CRIPSY MIX,30,HAPCRIMIX-4520,GENERAL,piece,100,10,HAPIMA CRIPSY MIX
LAYERR SHOT BODY SPRAY 135ML,239,LAYSHOBOD-4521,GENERAL,ml,100,10,LAYERR SHOT BODY SPRAY 135ML
PP COVER IKG,220,PPCOVIKG-4522,GENERAL,bag,100,10,PP COVER IKG
MIOW MIOW OCEAN FISH 50G RS 25,25,MIOMIOOCE-4523,GENERAL,piece,100,10,MIOW MIOW OCEAN FISH 50G RS 25
PONDS TALCUM POWDER 19G,10,PONTALPOW-4524,GENERAL,piece,100,10,PONDS TALCUM POWDER 19G
MONKEY VVV RS.10,10,MONVVVRS1-4525,GENERAL,piece,100,10,MONKEY VVV RS.10
EVEREST OREGANO 10G,79,EVEORE10G-4526,GENERAL,piece,100,10,EVEREST OREGANO 10G
LOREAL TOTAL REPAIR 180ML,209,LORTOTREP-4527,GENERAL,ml,100,10,LOREAL TOTAL REPAIR 180ML
DABUR ALMOND FREE PACK 95ML,72,DABALMFRE-4528,GENERAL,ml,100,10,DABUR ALMOND FREE PACK 95ML
REXONA MEN ACTIVE 50ML,135,REXMENACT-4529,GENERAL,ml,100,10,REXONA MEN ACTIVE 50ML
LOREAL RESTORING SHAMPOO 180ML,219,LORRESSHA-4530,PERSONAL_CARE,ml,100,10,LOREAL RESTORING SHAMPOO 180ML
LOREAL FALLRESIST 3X 180ML,209,LORFAL3X-4531,GENERAL,ml,100,10,LOREAL FALLRESIST 3X 180ML
SANTOOR SANDAL & TURMERIC OFFER,40,SANSANTUR-4532,SPICES,piece,100,10,SANTOOR SANDAL & TURMERIC OFFER
TRIPLE POWER UNIVERSAL 1KG,102,TRIPOWUNI-4533,GENERAL,bag,100,10,TRIPLE POWER UNIVERSAL 1KG
VATIKA COCONUT HARI OIL 145ML FREE,115,VATCOCHAR-4534,OILS,ml,100,10,VATIKA COCONUT HARI OIL 145ML FREE
KS URGE SPRAY 150ML,230,KSURGSPR-4535,GENERAL,ml,100,10,KS URGE SPRAY 150ML
MANI MARK BROWN SESAME BALLS,30,MANMARBRO-4536,GENERAL,piece,100,10,MANI MARK BROWN SESAME BALLS
ODONIL ORCHID DEW 48G,63,ODOORCDEW-4537,GENERAL,piece,100,10,ODONIL ORCHID DEW 48G
TVS BRAND CASTOR OIL 500ML,115,TVSBRACAS-4538,OILS,ml,100,10,TVS BRAND CASTOR OIL 500ML
GILLETTE VECTOR+ RS.99,99,GILVECRS9-4539,GENERAL,piece,100,10,GILLETTE VECTOR+ RS.99
CYC GOLD CLASS SAMBRANI RS.24,24,CYCGOLCLA-4540,GENERAL,piece,100,10,CYC GOLD CLASS SAMBRANI RS.24
ORAL B NEEM TOOTH BRUSH,25,ORABNEE-4541,GENERAL,piece,100,10,ORAL B NEEM TOOTH BRUSH
GLOW & HANDSOME MENS 25G,90,GLOHANMEN-4542,GENERAL,piece,100,10,GLOW & HANDSOME MENS 25G
SUN BISCUIT 45,50,SUNBIS45-4543,SNACKS,piece,100,10,SUN BISCUIT 45
KEO KARPIN OLIVE OIL 100ML,55,KEOKAROLI-4544,OILS,ml,100,10,KEO KARPIN OLIVE OIL 100ML
JOHN BABY SOAP SET,199,JOHBABSOA-4545,PERSONAL_CARE,set,100,10,JOHN BABY SOAP SET
JADPATRI 10GM,35,JAD10G-4546,GENERAL,packet,100,10,JADPATRI 10GM
GRB BUTTERSCOTCH SOAN CAKE 100G,40,GRBBUTSOA-4547,BAKERY,piece,100,10,GRB BUTTERSCOTCH SOAN CAKE 100G
MANI MARK KAMARKAT RS.40,40,MANMARKAM-4548,GENERAL,piece,100,10,MANI MARK KAMARKAT RS.40
BHARAT VASI RS.25,25,BHAVASRS2-4549,GENERAL,piece,100,10,BHARAT VASI RS.25
SUGANDHA SWARNA RS.15,15,SUGSWARS1-4550,GENERAL,piece,100,10,SUGANDHA SWARNA RS.15
DEON FRESH JASMINE 75G,75,DEOFREJAS-4551,GENERAL,piece,100,10,DEON FRESH JASMINE 75G
VICCO TURMERIC SKIN CREAM 30G,150,VICTURSKI-4552,SPICES,piece,100,10,VICCO TURMERIC SKIN CREAM 30G
MUVIN SNACKS 140G,50,MUVSNA140-4553,GENERAL,piece,100,10,MUVIN SNACKS 140G
MILKY MIST CURD 500 CUP,65,MILMISCUR-4554,DAIRY,piece,100,10,MILKY MIST CURD 500 CUP
FLOOR MAT,320,FLOMAT-4555,GENERAL,piece,100,10,FLOOR MAT
CYC HERITAGE CHAMPA,55,CYCHERCHA-4556,GENERAL,piece,100,10,CYC HERITAGE CHAMPA
DAZLLER TALK 300G OFF,200,DAZTAL300-4557,GENERAL,piece,100,10,DAZLLER TALK 300G OFF
DOMS TEMP COLOUR 18 SHADES,30,DOMTEMCOL-4558,GENERAL,piece,100,10,DOMS TEMP COLOUR 18 SHADES
PAT ALOEVERA SOAP 75G,22,PATALOSOA-4559,PERSONAL_CARE,piece,100,10,PAT ALOEVERA SOAP 75G
DEO N FRESH JAS GEL,75,DEONFRE-4560,GENERAL,piece,100,10,DEO N FRESH JAS GEL
DAZLLER TALK 100G OFF,100,DAZTAL100-4561,GENERAL,piece,100,10,DAZLLER TALK 100G OFF
DEO N FRESH LEM GEL,75,DEONFRE-4562,GENERAL,piece,100,10,DEO N FRESH LEM GEL
SF SUPER MILK 140G,35,SFSUPMIL-4563,DAIRY,piece,100,10,SF SUPER MILK 140G
GOKUL SANTOL SOAP 10,10,GOKSANSOA-4564,PERSONAL_CARE,piece,100,10,GOKUL SANTOL SOAP 10
PARODONTAX 75G,115,PAR75G-4565,GENERAL,piece,100,10,PARODONTAX 75G
SUBA NITHRA RAT PAD 110,110,SUBNITRAT-4566,GENERAL,piece,100,10,SUBA NITHRA RAT PAD 110
SUBA NITHRA RAT PAD 60,60,SUBNITRAT-4567,GENERAL,piece,100,10,SUBA NITHRA RAT PAD 60
DANKO BROWNIE 10,10,DANBRO10-4568,BAKERY,piece,100,10,DANKO BROWNIE 10
GODREJ FAB 75ML,10,GODFAB75M-4569,GENERAL,ml,100,10,GODREJ FAB 75ML
CYCLE PUSHKARINI  RS 100,100,CYCPUSRS-4570,HOUSEHOLD,piece,100,10,CYCLE PUSHKARINI  RS 100
DEV SWEET BANANA CHIPS,165,DEVSWEBAN-4571,BAKERY,piece,100,10,DEV SWEET BANANA CHIPS
MANGALDEEP 3 IN 1 RS 100,100,MAN3IN-4572,GENERAL,piece,100,10,MANGALDEEP 3 IN 1 RS 100
SAMBAR COVER,200,SAMCOV-4573,SPICES,piece,100,10,SAMBAR COVER
SILVER POUCH 8 *10,100,SILPOU8-4574,GENERAL,piece,100,10,SILVER POUCH 8 *10
ANU COCONUT OIL 500ML,340,ANUCOCOIL-4575,OILS,ml,100,10,ANU COCONUT OIL 500ML
SUGAR FREE 50G,320,SUGFRE50G-4576,SUGAR,piece,100,10,SUGAR FREE 50G
LOTTE CHOCO PIE BIG RS.240,240,LOTCHOPIE-4577,GENERAL,piece,100,10,LOTTE CHOCO PIE BIG RS.240
ROYAL TOILET TISSUE  RS 50,50,ROYTOITIS-4578,OILS,piece,100,10,ROYAL TOILET TISSUE  RS 50
V CARE SHIKKAKAI PASTE 150G,170,VCARSHI-4579,GENERAL,piece,100,10,V CARE SHIKKAKAI PASTE 150G
V CARE SHIKKAI PASTE 75G,99,VCARSHI-4580,GENERAL,piece,100,10,V CARE SHIKKAI PASTE 75G
V CARE  ALOEVERA GEL,123,VCARALO-4581,GENERAL,piece,100,10,V CARE  ALOEVERA GEL
TIDE JASMINE & ROSE 1KG,158,TIDJASROS-4582,GENERAL,bag,100,10,TIDE JASMINE & ROSE 1KG
dheepam oil,111,DHEOIL-4583,OILS,piece,100,10,dheepam oil
DETTOL SKINCARE 2 IN 1,140,DETSKI2-4584,GENERAL,piece,100,10,DETTOL SKINCARE 2 IN 1
VCARE H & B SHAMPOO 200ML  RS 96,96,VCAHB-4585,PERSONAL_CARE,ml,100,10,VCARE H & B SHAMPOO 200ML  RS 96
VCARE GOAT MILK SHAMPOO 1+1 200ML RS 294,294,VCAGOAMIL-4586,PERSONAL_CARE,ml,100,10,VCARE GOAT MILK SHAMPOO 1+1 200ML RS 294
AVT GREEN TEA DIP 25S,165,AVTGRETEA-4587,GENERAL,piece,100,10,AVT GREEN TEA DIP 25S
VCARE ONION SHAMPOO 200ML RS 141,141,VCAONISHA-4588,PERSONAL_CARE,ml,100,10,VCARE ONION SHAMPOO 200ML RS 141
BANJ S&Y ROSE WATER 120ML RS.52,52,BANSYROS-4589,GENERAL,ml,100,10,BANJ S&Y ROSE WATER 120ML RS.52
EVERYUTH NEEN FACE WASH,110,EVENEEFAC-4590,GENERAL,piece,100,10,EVERYUTH NEEN FACE WASH
AER MATIC PINK REFILL 225ML,315,AERMATPIN-4591,GENERAL,ml,100,10,AER MATIC PINK REFILL 225ML
GLUCON D INSTANT ENERGY450G,219,GLUDINS-4592,GENERAL,piece,100,10,GLUCON D INSTANT ENERGY450G
COMPLAN MILK PROTEIN,145,COMMILPRO-4593,DAIRY,piece,100,10,COMPLAN MILK PROTEIN
GLUCON D 400G,215,GLUD400-4594,GENERAL,piece,100,10,GLUCON D 400G
GLUCON D REGULAR 500G,140,GLUDREG-4595,GENERAL,piece,100,10,GLUCON D REGULAR 500G
VCARE HAIR REMOVAL SPRAY,185,VCAHAIREM-4596,HAIR_CARE,piece,100,10,VCARE HAIR REMOVAL SPRAY
VCARE SHIKAKAI PASTE,100,VCASHIPAS-4597,GENERAL,piece,100,10,VCARE SHIKAKAI PASTE
VCARE HERBAL HAIR DYE 30G,79,VCAHERHAI-4598,HAIR_CARE,piece,100,10,VCARE HERBAL HAIR DYE 30G
EVERYUTH TURMERIC FACE WASH,90,EVETURFAC-4599,SPICES,piece,100,10,EVERYUTH TURMERIC FACE WASH
SUGAR FREE 100G,165,SUGFRE100-4600,SUGAR,piece,100,10,SUGAR FREE 100G
SUGAR FREE GOLD 100G,165,SUGFREGOL-4601,SUGAR,piece,100,10,SUGAR FREE GOLD 100G
EVERYUTH WALNUT SCRUB25G,59,EVEWALSCR-4602,GENERAL,piece,100,10,EVERYUTH WALNUT SCRUB25G
EVERYUTH GOLDEN MASK,59,EVEGOLMAS-4603,GENERAL,piece,100,10,EVERYUTH GOLDEN MASK
DOMS WATER COLOUR PENS 40,40,DOMWATCOL-4604,GENERAL,piece,100,10,DOMS WATER COLOUR PENS 40
TT ASAFOETIDA 15G,33,TTASA15G-4605,GENERAL,piece,100,10,TT ASAFOETIDA 15G
EXO 700G,86,EXO700-4606,GENERAL,piece,100,10,EXO 700G
KRISH KAST METHI,27,KRIKASMET-4607,SEEDS,piece,100,10,KRISH KAST METHI
FLAIR GLITTER GEL  10 PIS,100,FLAGLIGEL-4608,GENERAL,piece,100,10,FLAIR GLITTER GEL  10 PIS
V CARE HERB HAIR WASH 100G,78,VCARHER-4609,HAIR_CARE,piece,100,10,V CARE HERB HAIR WASH 100G
V CARE WINE FW,204,VCARWIN-4610,GENERAL,piece,100,10,V CARE WINE FW
DOMS GROOVE  ERASER,25,DOMGROERA-4611,STATIONERY,piece,100,10,DOMS GROOVE  ERASER
V CARE FACIAL MASK,69,VCARFAC-4612,GENERAL,piece,100,10,V CARE FACIAL MASK
V CARE SHAMPOO HAIR COLOR 180ML,465,VCARSHA-4613,PERSONAL_CARE,ml,100,10,V CARE SHAMPOO HAIR COLOR 180ML
flair inkp fountain pen,60,FLAINKFOU-4614,GENERAL,piece,100,10,flair inkp fountain pen
flair liquid pen,70,FLALIQPEN-4615,GENERAL,piece,100,10,flair liquid pen
flair monster pen,50,FLAMONPEN-4616,GENERAL,piece,100,10,flair monster pen
HIMALAYA  BABY LOTION,210,HIMBABLOT-4617,PERSONAL_CARE,piece,100,10,HIMALAYA  BABY LOTION
HIMALAYA BABY WASH,150,HIMBABWAS-4618,PERSONAL_CARE,piece,100,10,HIMALAYA BABY WASH
