S.No,ProductName,MRP
1979,PURO HEALTHY CRYSTAL 1KG,135
1980,PURO HEALTHY CRYSTAL 500GM,69
1981,PURO HEALTHY SALT 1KG,115
1982,PURO HEALTHY SALT 500GM,59
1983,TASTY TAPIOCA STICK CHIPS,65
1984,TASTY KARA BOONDI,55
1985,TASTY KARA SEV,60
1986,TASTY KAI MURUKKU,55
1987,TASTY THENKUZHAL MURUKKU,65
1988,TASTY PEPPER THATTAI,70
1989,TASTY ADHIRASAM,70
1990,GRAM DHALL 50KG BAG,4600
1991,MEERA SMOOTH&SHINE,2
1992,MEERA ANTI DANDRUFF 80ML,79
1993,MEERA SMOOTH&SHINE 80ML,85
1994,MEERA SMOOTH&SHINE 180ML,224
1995,VVD GOLD 200ML,160
1996,VVD GOLD 100ML,70
1997,VVD GOLD 10RS,10
1998,VVD GOLD 400ML,300
1999,CEN RAVA 50KG BAG,3000
2000,VADAGAM 1KG,200
2001,GRAM DHALL (FOR GININDING),120
2002,KRISH HEALTH FLOUR 500GM,189
2003,KRISH PUTTU FLOUR,85
2004,KRISH RAGI FLOUR,69
2005,KRISH BAJRA FLOUR,64
2006,KRISH HEALTH FLOUR 200GM,93
2007,SOYA SAUCE,55
2008,KRISH APPALAM 150G,80
2009,KRISH APPALAM 160G,86
2010,KRISH APPALAM 110G,72
2011,KRISH BAKING SODA,26
2012,KRISH SPROUTED FENUGREEK POWDER,48
2013,KRISH DRY GINGER POWDER,72
2014,KRISH GARLIC IDIY CHILLY POWDER,77
2015,KRISH SPL IDIY CHILLY POWDER,65
2016,KRISH DHAL RICE POWDER,64
2017,KRISH IDLY CHILLY POWDER,56
2018,KRISH COCOA POWDER,97
2019,KRISH THIRUNELVELI  IDLY CHILLY POWDER,65
2020,KRISH RED RICE KOZHAKKATE FLOUR,74
2021,KRISH RED RICE,56
2022,KRISH JOWER FLOUR,66
2023,KRISH GREEN MOONG FLOUR,71
2024,KRISH MILLET FLOUR,57
2025,KRISH URID FLOUR,72
2026,KRISH SAMBA BROKEN WHEAT,109
2027,KRISH RAVA DOSAI MIX,85
2028,KRISH MEAL SAMBA WHATE,109
2029,CLASSMATE 0113 SPIRAL,145
2030,CLASSMATE 0123 SPIRAL,185
2031,CLASSMATE  0207,20
2032,DOMS WATER COLOUR PENS,15
2033,DOMS 8242,30
2034,DOMS BALL PENS,80
2035,DOMS NEON PENCIL,60
2036,BRIT TREAT RICE CREME,50
2037,50-50 CLASSIC 10RS,10
2038,BRIT SMART,10
2039,BRIT GOBBLES PINEAPPIE,15
2040,BRIT GOBBLES ORANGE,15
2041,OLD SPICE ORIGINAL,299
2042,OLD SPICE KRAKENGARD,299
2043,OLD SPICE TIMBER,299
2044,OLD SPICE NOMAD,299
2045,OLD SPICE AMBER,299
2046,OLD SPICE WOLFTHORN,299
2047,OLD SPICE LIONPRIDE,299
2048,GILLETTE FOAM LEMON,249
2049,GILLETTE FOAM SENSITIVE 418G,275
2050,GILLETTE FOAM REGULAR 418G,275
2051,GILLETTE CREAM LIME 30G,45
2052,GILLETTE CREAM REGULAR 30G,45
2053,GILLETTE CREAM LIME 70G,80
2054,GILLETTE CREAM REGULAR 70G,80
2055,GILLETTE FOAM REGULAR 196G,225
2056,GILLETTE FOAM MENTHOL 196G,249
2057,GILLETTE SHAVE GEL 70G,175
2058,GILLETTE SHAVE GEL 25G,49
2059,GILLETTE FUSION NEW,1149
2060,GILLETTE VECTOR+ 6N,235
2061,GILLETTE VECTOR+ 4N,175
2062,GILLETTE 70 CLOCK STE,125
2063,GILLETTE SHAVE BRUSH,80
2064,VAPORUB CLASSIC 25RS,25
2065,VAPORUB CLASSIC 10ML,48
2066,ANIL RAVAI 1KG,102
2067,LEO COFFEE 250GM,270
2068,CHAKRA GOLD 500GM,370
2069,MANGALDEEP SADHVI 35RS,35
2070,MANGALDEEP SANDAL 55RS,55
2071,HIDE&SEEK CHOCOCHIP 10RS,10
2072,HIDE&SEEK ALMONDS 30RS,30
2073,HAPPY HAPPY 5RS,5
2074,HAPPY HAPPY 10RS,10
2075,PAR NUTRICRUNCH,50
2076,HIDE&SEEK MILANO CHOCO FILLED ,50
2077,HIDE&SEEK MILANO MIXED BERRIES,50
2078,HIDE&SEEK CAFFE MOCHA 30RS,30
2079,FAB BOURBON CHOCO 40RS,40
2080,KURKURE NAUGHTY TOMATO,10
2081,LAYS SWEET CHILLI 10RS,10
2082,VVD CRYSTAL SALT 25GK,350
2083,VVD SALT 25KG,360
2084,LUX CREAMY PERFECTION PLUS 125G,83
2085,LUX CREAMY PERFECTION PLUS 75G,40
2086,COMFORT ROYAL 210ML,65
2087,SURF EXCEL MATIC 10RS,10
2088,SURF EXCEL MATIC EXPRESS 1LTR,169
2089,COMFORT GARDEN FRESH 860ML,235
2090,COMFORT GARDEN FRESH 210ML,60
2091,BRU GREEN LABEL 500G,450
2092,BRU GREEN LABEL 250G,180
2093,BRU GREEN LABEL 100G,90
2094,3ROSES JAR TS 250GM,225
2095,REXONA COCONUT&OLIVE 100G,42
2096,LIFEBUOY LEMON & ALOW FRESH 100GM,39
2097,LIFEBUOY NEEM & ALOE 125G,42
2098,SURF EXCEL 10RS,10
2099,SURF EXCEL 150GM,20
2100,LIFEBUOY HW VITAMINS,99
2101,EYETEX CHILLI LEMON HOCK,58
2102,EYETEX RODE HOCK,58
2103,EYETEX JASMINE HOCK,58
2104,EYETEX ORANGE HOCK,58
2105,EYETEX LAVENDER HOCK ,58
2106,EYETEX PREFUME BAG LIME,60
2107,WHIS BIND NIGHTS XXL 16P,350
2108,WHIS BIND NIGHTS XXXL 20P,700
2109,WHIS SUPER ABSO L 6P,325
2110,WHIS ULTRA XL 30P,350
2111,WHIS CHOICE ALL DAY XL 20P,160
2112,WHIS CHOICE ALL NIGHT XXL 16P,150
2113,OB KIDS CHHOTA BHEEM,25
2114,OB FRESH CLEAN SENSITIVE,25
2115,AMBIPUR AIR SWEET BREEIES,299
2116,AMBIPUR AIR LAVENDER BOUQ,299
2117,AMBIPUR AIR ROSW & BLOSSOM,299
2118,AMBIPUR AIR LINEN,299
2119,AMBIPUR AIR EXOTIC JASMINE,299
2120,AMBIPUR AIR SANDAIWOOD,299
2121,MOUNTAIN DEW 400ML,20
2122,PEPSI 400ML,20
2123,7UP 400ML,20
2124,STING 250ML,20
2125,NIMBOOZ 400ML,20
2126,SLICE 250ML,20
2127,SLICE 10RS,10
2128,AASHIRVAAD ATTA 10KG,638
2129,GEMSGOLD OIL BOX,1500
2130,RAW RICE BAG,1000
2131,AJINOMOTO 500G,120
2132,WHITE PEPPER 500G,50
2133,RUBBER BAND,250
2134,TISSUE PAPPER,12
2135,PAPER PLATE 10,75
2136,PAPER PLATE 7,45
2137,PAPER PLATE 8,45
2138,CORN (POP),4500
2139,RICE FLOUR,55
2140,CARRY BAG,30
2141,PAPER TEA CUP,30
2142,VELLARI VIDHAI 1KG,1200
2143,JADIKKAI 1KG,1400
2144,MARIE GOLD 5,5
2145,YIPPEE 280G,60
2146,AC MUTTON MASALA 500GM,300
2147,AC CURRY MASALA 500GM,300
2148,EVEREST GARAM MASALA 50G,52
2149,EVEREST TANDORI MASALA 50G,48
2150,EVEREST PAV BHAJI MASALA 50G,47
2151,EVEREST CHHOLE MASALA 50G,45
2152,everest shahi paneer masala 50g,51
2153,EVEREST PANI PURI MASALA 50G,40
2154,EVEREST CHICKEN 65 MASALA 50G,38
2155,EVEREST DRY MANGO POWDER 50G,50
2156,EVEREST CHICKEN MASALA 50G,48
2157,EVEREST DRY GINGER POWDER 50G,47
2158,TATA SALT BAG 25KG,750
2159,COMFY 6N,26
2160,COMFY 18UNITS,70
2161,WHIS CHOICE XL 6P,40
2162,WHIS BIND XXXL 4N,140
2163,WHIS ULTRA XL 15P,190
2164,WHIS BIND XXL 30P,620
2165,WHIS SKIN LOVE SOFT XL 15N,195
2166,WHIS CHOICE COTTONY 6N,50
2167,WHIS BIND XXXL 10N,350
2168,WHIS BIND XXL 15P,225
2169,WHIS CHOICE ULTRA XL 40P,320
2170,WHIS CHOICE ULTRA 20P,160
2171,WHIS CHOICE REGU 6P,37
2172,WHIS CHOICE REGU 20P,110
2173,WHIS BIND XL 7P,110
2174,WHIS CHOICE XL 7P,45
2175,WHIS CHOICE ALL DAY XL 12P,75
2176,WHIS BIND XXL 6P,140
2177,WHIS CHOICE ULTRA XL 6N,50
2178,WHIS ULTRA XL 8P,90
2179,STAYFREE ULTRA DRY 8N,90
2180,STAYFREE DRYCOVER XL 6N,50
2181,STAYFREE COTTONY REGU 18N,105
2182,STAYFREE DRYCOVER REGU 6N,34
2183,STAYFREE COTTONY REGU 6N,35
2184,STAYFREE COTTONY REGU 12N,70
2185,STAYFREE DRYCOVER XL 18N,135
2186,STAYFREE SECURE XL 6N,45
2187,COMFY XL 6N,32
2188,YES NATURE JAGGERY POW 500G,60
2189,LIZOL CITRUS 200ML,48
2190,LIZOL JASMINE 500ML,123
2191,SURF EXCEL MATIC TL 1L BOTTL,225
2192,SURF EXCEL MATIC FL 1L BOTTL,255
2193,SURF EXCEL QW 1L BOTTL,205
2194,ARIEL MATIC LIQ FL 1L,209
2195,ARIEL MATIC LIQ TL 1L,173
2196,ARIEL MATIC LIQ TL 500L,99
2197,ARIEL MATIC LIQ FL 500L,105
2198,ARIEL MATIC LIQ FL 1L BOTTL,259
2199,ARIEL MATIC LIQ TL 3L POUCH,459
2200,EXO 480G,30
2201,EXO ROUND 500G,60
2202,VIM BAR 500G TUB,60
2203,COMFORT MORNING FRESH RS.4 (10),4
2204,GOLD WINNER 5L CAN,950
2205,SUNPURE SUNFLOWER OIL 1L,180
2206,DOUBLE DEER JEERGASAMBA 1KG,190
2207,CHINGS SAUCE 500 ML,88
2208,SIVAJI RICE 1 KG,65
2209,METHI 50G,8
2210,KADUGU 100G,15
2211,MAGGI 420G,84
2212,YIPPEE 560G,120
2213,YIPPEE 420G,80
2214,EXO ROUND 250G,32
2215,RIN MATIC TL 2L,249
2216,MORELIGHT 1L,99
2217,RIN ALA 500ML,90
2218,RIN ALA 200ML,45
2219,HAMAM NEEM&TULASI 100G,40
2220,TIDE BLUE BAR 250G,30
2221,TIDE BLUE BAR 100G*4,30
2222,VIM BAR PUDINA 250G,30
2223,TIDE BLUE BARE 100G,10
2224,ARASAN 150G,16
2225,3ROSES TEA 100G,90
2226,PLAIN NOODLES 500G (NO1),73
2227,TRYMI REDCHILLI PAPPAD 500G,100
2228,ENCHANTEUR CHARMING 50G,65
2229,ENCHANTEUR ROMANTIC 50G,65
2230,YARDLEY GENTLEMAN CLASS 100G,70
2231,YARDLEY GENTLEMAN URBONE 100G,70
2232,AMBIPUR ROOM FRESH SPLAH 180G,349
2233,AMBIPUR ROOM FRESH LOVES 180G,349
2234,AMBIPUR ROOM FRESH RELAX 180G,349
2235,AMBIPUR CAR FRESH LEMON 75G,349
2236,AMBIPUR CAR FRESH ROSE 75G,349
2237,AMBIPUR CAR FRESH LAVENDER 75G,349
2238,H&S 2IN1 SMOOTH&SILKY 72ML,105
2239,H&S SMOOTH&SILKY 72ML,89
2240,H&S NEEM 72ML,115
2241,H&S ANTI-HAIRFALL 72ML,84
2242,H&S SILKY BLACK 72ML,84
2243,H&S ANTI-HAIRFALL CONDI 80ML,82
2244,PANTENE HC 340ML,375
2245,PANTENE HC 2IN1 CONDI 340ML,459
2246,PANTENE SS 2IN1 CONDI 340ML,459
2247,PANTENE SS 340ML,375
2248,PANTENE HS 340ML,359
2249,PANTENE LT 340ML,375
2250,PANTENE HC 75ML,79
2251,PANTENE SS 75ML,79
2252,INDIAGATE SUPER 1.2KG,212
2253,INDIAGATE CLASSIC 1KG,252
2254,WHIS SKIN LOVE SOFT XL 45N,450
2255,MOON DALL ( WHOLE ) 500GM,65
2256,GREEN PEAS 500G,90
2257,GREEN PEAS 250GM,45
2258,KARAMANI WHITE 250GM,30
2259,KARAMANI WHITE 500GM,60
2260,JAGGERY 500GM,45
2261,JAGGERY 250GM,25
2262,KARAMANI RED 500GM,68
2263,KARAMANI RED 250GM,36
2264,MOCHAI 200GM,25
2265,BLACK CHENNA 1KG,120
2266,BLACK CHENNA 500GM,60
2267,BLACK CHENNA 250GM,35
2268,WHITE CHENNA 1KG,120
2269,WHITE CHENNA 500GM,60
2270,WHITE CHENNA 250GM,45
2271,WHEAT 250GM,18
2272,GRAM ( DRYED ) 1KG,120
2273,GRAM ( DRYED ) 500GM,60
2274,GRAM ( DRYED ) 250GM,32
2275,TAMARIND 1KG,200
2276,TAMARIND 500GM,100
2277,TAMARIND 250GM,55
2278,CORIANDER 1KG,125
2279,CORIANDER 500GM,65
2280,CORIANDER 250GM,35
2281,DRY GINGER 100GM,58
2282,DRY GINGER 50GM,35
2283,SUGAR CANDY (DIAMOND)200GM,20
2284,SUGAR CANDY (DIAMOND)100GM,10
2285,SUGAR CANDY 200GM,20
2286,SUGAR CANDY 100GM,10
2287,TURMERIC 100GM,35
2288,TURMERIC 50GM,18
2289,POPCORN 250GM,40
2290,MOON DALL ( WHOLE ) 250GM,35
2291,PEPPER 100GM,95
2292,PEPPER 50G,50
2293,PEPPER 250G,250
2294,JEERA 100G,40
2295,JEERA 50G,22
2296,JEERA 250G,100
2297,SOUMP 100G,20
2298,SOUMP 50G,20
2299,SOUMP 250G,80
2300,METHI 100G,15
2301,METHI 250G,30
2302,KADUGU 50G,10
2303,KADUGU 250G,35
2304,SAGO 100G,15
2305,SAGO 50G,8
2306,SAGO 200G,22
2307,SAGO 500G,45
2308,CHILLI G 250G,55
2309,CHILLI G 100G,30
2310,PONDS CHARCOL FW 100G,240
2311,PONDS SUPER LIGHT GEL 12ML,20
2312,PONDS LIGHT MOISTURISER 25ML,55
2313,SUNSILK 16PCS,1
2314,SAVORIT PASTA SPIRAL 500G,60
2315,SAVORIT PASTA ELBOW 500G,60
2316,SAVORIT PASTA  SHELL 500G,60
2317,NAGA SAMBA RAVA 500G,93
2318,SAVORIT SEMIA 90G,10
2319,SAVORIT VERMICELLI 200G,20
2320,SAVORIT VERMICELLI 1KG,99
2321,SAVORIT VERMICELLI 500G,53
2322,MAGGI HOT&SWEET SAUCE 75G,22
2323,MILKY BAR MOULD 22.5G,20
2324,POPULAR CHIPS 100G,30
2325,MUSTRAD WHITE 100G,16
2326,MUSTRAD WHITE 50G,8
2327,AVAL WHITE 500G,45
2328,AVAL WHITE 200G,18
2329,AVAL RED 500G,50
2330,AVAL RED 200G,20
2331,KASAKASA (POPYSEED) 100GM,180
2332,KASAKASA (POPYSEED) 50G,90
2333,KASAKASA (POPYSEED) 25G,50
2334,ORID DHALL (SPLIT WHITE) 500G,65
2335,ORID DHALL (SPLIT WHITE)200G,30
2336,ORID DHALL (SPLIT WHITE)100G,15
2337,ORID DHALL (BLACK SPLIT)500G,70
2338,ORID DHALL (SPLIT BLACK)250G,30
2339,RAGI 250G,15
2340,RAGI 500G,30
2341,KAMBU (BAJRA)500GM,25
2342,KAMBU (BAJARA)250G,15
2343,SOLUM (WHITE) 500G,50
2344,LION SEEDED 250G,98
2345,LION DESEEDED 250G CUP,76
2346,HAUSER GEL PEN 10RS,10
2347,NAGA MAIDHA 500G,47
2348,PRINGLES CREAM ONION 107G,125
2349,PRINGLES OG 107G,125
2350,PRINGLES PERI PERI 102G,125
2351,PRINGLES PIZZA 107G,125
2352,LIA PINEAPPLE 55RS,55
2353,LIA LAVENDERZ 55RS,55
2354,LIA ROSE 55RS,55
2355,KELL MUSELI FRUIT&NUT 240G,177
2356,KELL CHOCOS 110G,79
2357,MANNA OATS 500G JAR,150
2358,KELL CHOCOS 385G,195
2359,KELL MUESLI NUTS DELIGHT 240G,199
2360,PRINGLES MASALA 40G,60
2361,COCONUT PUNCH STICK 5RS,5
2362,CARAMILK STICK 5RS,5
2363,COMPLAN CHOCOLATE 500G JAR,329
2364,LIA WOODS 14N,75
2365,GIFT BOX ROUND 279GM,135
2366,RHYTHM ORIENTS,20
2367,LIA CHANDANAM 55RS,55
2368,OHMS TOM SAUCE 1000ML,92
2369,AC HEALT MIX 200G OFF,159
2370,ANNAI HEALTH MIX 500G OFF,280
2371,ENSURE CHOCOLATE 375 G,840
2372,ENSURE DIABETS 200G,540
2373,PEDIA SURE VENNILA 200G,420
2374,PEDIA SURE VENNILA 375 G,770
2375,ENSURE DIABETS 375 G,925
2376,PEDIASURE CHOC 200G JAR,455
2377,HORLICKS 500G JAR,294
2378,HORLICKS WOMEN PLUS 750G,620
2379,CHILLY LONG 1KG,200
2380,CHILLI LONG 500G,100
2381,CHILLI LONG 250G,60
2382,CHILLY LONG 100G,30
2383,HORLICKS 500G,294
2384,HORLICKS JUNIOR CHOCO 500G JAR,330
2385,ENSURE DIABETS CHOCOLATE 375G,845
2386,COMPLAN 500G CHOCO,329
2387,LACTOGEN PRO 1,485
2388,NAN PRO STAGE 2,835
2389,HORLICKS PROTIN PLUS 400G,675
2390,HORLICKS STRENGTH 350G,699
2391,HIT RED 400ML,189
2392,HORLICKS GROWTH PLUS 400G,650
2393,BOURN VITA 500G JAR,270
2394,BOURN VITA 500G POUCH,255
2395,HORLICKS 200G JAR,124
2396,BOURN VITA 200G JAR,150
2397,HORLICKS JUNIOR  VANILLA 500G JAR,345
2398,PAR 2IN1 ECLOAIRS,50
2399,ANNAI HEALTH MIX 1KG ROASTED,155
2400,BOOST PROTIN 400G JAR,319
2401,HIT BLACK 125ML,85
2402,MORTIN 2IN1 200ML,115
2403,SAKTHI EGG KURUMA MASALA 50G,40.5
2404,HIT BLACK 200ML,120
2405,HIT LIME 625ML,375
2406,HIT LIME 400ML,245
2407,SRI RAM TOOTH POWDER 50G,80
2408,LIA LAVENDERZ 30RS,30
2409,LIA CHANDANAM 30RS,30
2410,LIA PINEAPPLE 30RS,30
2411,LIA LILIUM 30RS,30
2412,LIA PINEAPPLE 10RS,10
2413,AC SAMBAR PODER 100G,50
2414,APT KULAMBU CHILLI POWDER 200G,80
2415,LIA RAINBOW 10RS,10
2416,LIA ROSE 10RS,10
2417,LIA JAS 10RS,10
2418,LIA CHANDANAM 10RS,10
2419,LIA LILIUM 10RS,10
2420,LIA LAVENDERZ 10RS,10
2421,LIA LAVENDERZ 20RS,20
2422,LIA PINEAPPLE 20RS,20
2423,LIA CHANDANAM 20RS,20
2424,LIA RAINBOW 20RS,20
2425,LIA ROSE 20RS,20
2426,LIA JAS 20RS.,20
2427,MEERA HERBAL RS 4,4
2428,SPINZ POWDER OFF,115
2429,VVD GOLD 150ML,120
2430,SUNPURE JAGERRY POW,99
2431,SUNPURE HEART OIL 5L,900
2432,YAMINI VALLARAI PICKLE 300G,120
2433,YAMINI MAA THOKKU PICKLE 300G,104
2434,YAMINI MAA GING PICKLE 300G,104
2435,YAMINI AMLA PICKLE 300G,104
2436,YAMINI GARLIC PICKLE 300G,104
2437,YAMINI MAVADU PICKLE 300G,120
2438,LION DATES SYRUP 250G,115
2439,GLUCON D 250G,74
2440,GLUCON D ORANGE 125G,56
2441,GLUCON D NIMBU PANI 125G,56
2442,GLUCON D REG 125G,40
2443,GLUCON D ORANGE 200G,89
2444,DABUR GLUCO PLUS ORANGE 125G,53
2445,DABUR GLUCON D,40
2446,GLUCON D MANGO 125G,56
2447,YAMINI THUDHUVALAI PICK 300G,120
2448,YAMINI MINT PICK 300G,104
2449,YAMINI GINGER PICKEL 300G,104
2450,YAMINI PULIYOGARE MIX 300G,110
2451,YAMINI PIRANDAI PICK 300G,120
2452,YAMINI VATHA KULAMBU MIX 300G,110
2453,YAMINI CITRON PICKEL 300G,104
2454,YAMINI MANOG PICKEL 300G,95
2455,YAMINI GARLIC POWDER 150G,105
2456,YAMINI GAR CHILLI PODI 150G,105
2457,YAMINI PIRADAI PODI 150G,105
2458,YAMINI MUDAKATHAN PODI 150G,105
2459,YAMINI VALLARAI PODI 150G.,105
2460,YAMINI THUVALAI PODI 150G,105
2461,YAMINI KARI LEAF POWDER 150G,105
2462,YAMINI DHALL PODI 150G,95
2463,YAMINI IDLY PODI 150G,95
2464,YAMINI LEMON PICKLE 300G,95
2465,UDHAI MOONG DHALL 1KG,175
2466,UDHAI MOONG DHALL 500G,84
2467,UDHAI GRAM DHALL 1KG,131
2468,UDHAI GRAM DHALL 500G,63
2469,KRISHNA BISSCUT 20RS,30
2470,KRISHNA RUSK BIG,25
2471,KRISHNA BISSCUT 40RS,45
2472,AYYANS SNACKS,40
2473,AYYANS SNACKS THATAI,40
2474,MORTIN ODOUR LESS 600ML,249
2475,MORTIN 625ML,275
2476,MORTIN 2IN1 400ML,225
2477,KANAN DEVAN CLASSIC 1KG,317
2478,GLUCON D 250G JAR,85
2479,PEDIA SURE VANNILA 200G JAR,455
2480,GLUCON D 500G,155
2481,ENO 3IN1 JEERA,10
2482,SAFFOLA OATS 1KG,245
2483,CHAKRA GOLD CARE 250,245
2484,CHAKRA GOLD 250G JAR,235
2485,CHAKRA GOLD 100G JAR,95
2486,TATA TEA GOLD 250G,140
2487,OI STEVA 25N,105
2488,CHAKRA GOLD 100G POLY PACK,75
2489,CHAKRA GOLD 250G POLY PACK,195
2490,CHAKRA GOLD 12G,10
2491,TATA COFFEE GRAND FILTER 200G,180
2492,TATA COFFEE GRAND FILTER 100G,80
2493,TATA CORN FLAKES 170G,99
2494,G NUT RAW 1KG,135
2495,CHAKRA GOLD 25G,20
2496,SMITH&JONES FRIED CHICKEN MIX,40
2497,CERELAC WHEAT 6M+,260
2498,CERELAC MULTIGRAIN&FRUITS 12M+,330
2499,CERELAC WHEAT APPLE 6M+,295
2500,CERELAC WHEAT RICE FRUIT 10M+,325
2501,CERELAC WHEAT RICE VEG 10M+,325
2502,CERELAC WHEAT APPLE CARROT 6M+,275
2503,CERELAC WHEAT APPLE CHERRY 8M+,325
2504,CERELAC MULTIGRAIN DAL VEG 12M+,330
2505,CERELAC RICE 6M+,265
2506,CERELAC RICE VEGI 8M+,310
2507,PATTI 10GM (SURAL),20
2508,CLOVES 10G,20
2509,OMAM 50G,25
2510,OMAM 25G,15
2511,OMAM 100G,50
2512,APPA SOAD 50G,7
2513,APPA SODA 100G,12
2514,APPA SODA 250G,25
2515,AJINAMOTO 50G,18
2516,AJINAMOTO 100G,28
2517,SAMBANDHI BLACK 100G,37
2518,YIPPEE 70G,15
2519,ORAL B TOM&JERRY,199
2520,ORAL B SEN&GUMS CLEAN,75
2521,ORAL B SEN&GUMS CLEAN 4N,170
2522,ORAL B SENSITIVE X 2N,260
2523,ORAL B CRISS CROSS 2N,250
2524,WHIS ALOVERA XL 6PAD,60
2525,WHIS ALL NIGHT XXL40,370
2526,NATTU SARKARAI 1 KG,75
2527,NATT SARKKARAI 500G,40
2528,NATT SARKKARAI 250G,20
2529,G NUT (DRIED) 500G,90
2530,G NUT ( DRIED) 200G,40
2531,SUGAR CANDY (DIAMOND)500G,40
2532,PARACHUTE JAS OIL 45ML,20
2533,CAD ECLAIRS 168G,60
2534,CAD ECLAIRS 335G,120
2535,HARENA SAMBA RAVA 500G,86
2536,ANIL RAGI FLOUR 500G,48
2537,ANIL KAMBU DOSAI FLOUR,60
2538,ANIL KAMBU FLOUR,44
2539,KRISH RAGI DOSAI FLOUR,109
2540,KRISH YELLOW CORN FLOUR,64
2541,KRISH KOZUKATTAI FLOUR,72
2542,WHIS L XL 2PCS,99
2543,WHIS M L 2PANTS,99
2544,ARIEL COMPLETE+ 500G,99
2545,ARIEL COMPLET+ 700G,160
2546,ARIEL PERFECTWASH 5KG,799
2547,TIDE JASMINE&ROSE 1KG,138
2548,TIDE LEMON&MINT 10RS,10
2549,TIDE JASMINE&ROSE 10RS,10
2550,AC PANI PURI KIT,45
2551,AC KASURI METHI 50G,50
2552,EVEREST JALJIRA 50G,35
2553,SAMBANDHI WHITE ELLU 100G,37
2554,TIRUPTHI SESAME 50G,20
2555,AAKAA BAJJI FLOUR,38
2556,GULAS JAGGERY 500G JAR,70
2557,GRB RAVA IDLY 500G,140
2558,GRB RAVA DOSA 500G,160
2559,BRU INSTANT 100G,480
2560,MTR PAYASAM 100G,60
2561,YAMINI VAZHAIPOO PICKLE 300G,120
2562,YAMINI MANDARIN ORANGE PICK 300G,104
2563,YAMINI MUDAKATHAN PICKL 300G,120
2564,AC LEMON RICE PASTE 200G,109
2565,LION ARABIAN DATES 500G,226
2566,LION QYNO DATES 500G,186
2567,GOKULAM DATES 200G SET,115
2568,BAMBINO ROASTED 800G,117
2569,VSR CITRON 1KG,125
2570,BRIT RUSK 10,10
2571,HAMAM NEEM&TULASI 4*100G,156
2572,LIFEBUOY HW  185ML*3,120
2573,LIFEBUOY HW  NEEM 185ML*3,120
2574,777 PICKLE 200G OFF,88
2575,AC PICKLE 375 G,105
2576,GOKULAM SEEDLESS 500G BOX,158
2577,GOKULAM BLACK DATES 500G BOX,290
2578,GOKULAM SEEDLESS DATES 300G BOX,106
2579,GOKULAM SEED DATES 250G BOX,71
2580,ANNAI SEEDLESS DATES 500G BOX,159
2581,ANNAI SEEDLESS DATES 250G BOX,80
2582,AC KULAMBU CHILLI POW 1KG,360
2583,ELITE JEERA RUSK 180G,30
2584,ELITE ELACHI RUSK 200G,35
2585,HALD RUSK 10,10
2586,AMOR RUSK 10,10
2587,swastik pickle 10,10
2588,777 pickle 10,10
2589,WHIS ULTRA XL 50P,699
2590,WHIS BIND XXL 45P,540
2591,WHIS BIND XXL 7P,110
2592,VSR PICKLE 200G,45
2593,MAMBALAM IYERS PICKLE 200G,122
2594,SWASTIK PICKLE 200G,45
2595,POPULAR APPALAM 80G,63
2596,POPULAR APPALAM 100G,66
2597,POPULAR APPALAM 40G,25
2598,POPULAR APPALAM 20G,10
2599,POPULAR APPALAM 70G,50
2600,ARIEL MAC EXPRS FL 1KG,315
2601,POPULAR APPALAM 120G,83
2602,POPULAR APPALAM 145G,99
2603,AREIL MATIC TL 500G,160
2604,AREIL MATIC FL 500G,170
2605,TASTY CHIPS 200G,45
2606,TASTY CHIPS 150G,45
2607,TIDE JASMINR&ROSE 3KG,399
2608,HERSHEYS STRAWBERY SYRUP,115
2609,HERSHEYS COCOA SPREAD,185
2610,HAMAM 150G SET,235
2611,LUX BODY WASH 109,109
2612,LUX BODY WASH 99,99
2613,BOOST 1KG,469
2614,VIM FLOOR CLEANER 1LTR,240
2615,VIM FLOOR CLR 500G,120
2616,KISSAN PEANUT BUTTER 350G,175
2617,CHENNA WHITE 500G,85
2618,CHENNA WHITE IKG,170
2619,CHENNA WHITE 250G,45
2620,RAJMA 200G,40
2621,URAD DHALL WHOLE 500G,65
2622,URAD DHAL WHOLE 250G,35
2623,SOLUM WHITE 250G,20
2624,DOUBLE BEANS 200G,35
2625,MEAL MAKER 100G,20
2626,MEAL MAKER 200G,35
2627,WHEAT 500G,30
2628,MEDIMIX CLASSIC 125G SET,156
2629,MEDIMIX TRANS 75G,35
2630,MEDIMIX TRAS 125G,55
2631,MEDIMIX SANDAL 75G,38
2632,MEDIMIX SANDAL 125G,60
2633,MEDIMIX SANDAL 75G SET,114
2634,SUNRICE PREMIUM 200G,680
2635,SUNRISE PREM 100G,320
2636,SUNRISE 200G JAR,350
2637,SUNRISE 50G JAR,180
2638,SUNRISE 50G PKT,160
2639,NESCAFE CLASSIC 25G,130
2640,NESCAFE CLASSIC 50G,250
2641,NESCAFE GOLD 50G,425
2642,NESTLE EVERYDAY 400G,250
2643,CYC THREE IN ONE 25RS,25
2644,CYC HERITAGE 55RS,55
2645,CYC GOOD LUCK JAVADH 55RS,60
2646,CYC PUSHKARINI 20RS,20
2647,CYC HERITAGE CHANDAN 55RS,55
2648,CYC HERITAGE20RS,20
2649,CYC RHYTHM 30RS,30
2650,CYC RHYTHM 55RS,55
2651,OLEE OLEE LAMP OIL 500ML,106
2652,OLEE OLEE OIL 1L,203
